subject,run,condition,configuration_id,window_length_sec,step_size_sec,outer_window_overlap_fraction,welch_segment_count,window_index,window_start_sec,window_end_sec,window_center_sec,start_sample,stop_sample,n_samples,feature_name,feature_unit,posterior_alpha_mean_psd
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,0,0.0,4.0,2.0,0,640,640,posterior_alpha_mean_psd,V^2/Hz,4.309618197692168e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,1,1.0,5.0,3.0,160,800,640,posterior_alpha_mean_psd,V^2/Hz,4.2996152119467497e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,2,2.0,6.0,4.0,320,960,640,posterior_alpha_mean_psd,V^2/Hz,2.609522795994443e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,3,3.0,7.0,5.0,480,1120,640,posterior_alpha_mean_psd,V^2/Hz,2.5460494621241887e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,4,4.0,8.0,6.0,640,1280,640,posterior_alpha_mean_psd,V^2/Hz,2.1223751483078105e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,5,5.0,9.0,7.0,800,1440,640,posterior_alpha_mean_psd,V^2/Hz,2.542140960903786e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,6,6.0,10.0,8.0,960,1600,640,posterior_alpha_mean_psd,V^2/Hz,3.1102404122545565e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,7,7.0,11.0,9.0,1120,1760,640,posterior_alpha_mean_psd,V^2/Hz,3.215455155007253e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,8,8.0,12.0,10.0,1280,1920,640,posterior_alpha_mean_psd,V^2/Hz,3.9829758544074727e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,9,9.0,13.0,11.0,1440,2080,640,posterior_alpha_mean_psd,V^2/Hz,4.656719051778354e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,10,10.0,14.0,12.0,1600,2240,640,posterior_alpha_mean_psd,V^2/Hz,4.4742492827126576e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,11,11.0,15.0,13.0,1760,2400,640,posterior_alpha_mean_psd,V^2/Hz,4.3320521557948224e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,12,12.0,16.0,14.0,1920,2560,640,posterior_alpha_mean_psd,V^2/Hz,3.782580796961651e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,13,13.0,17.0,15.0,2080,2720,640,posterior_alpha_mean_psd,V^2/Hz,3.391103742244634e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,14,14.0,18.0,16.0,2240,2880,640,posterior_alpha_mean_psd,V^2/Hz,4.060252378039746e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,15,15.0,19.0,17.0,2400,3040,640,posterior_alpha_mean_psd,V^2/Hz,3.4658396988386184e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,16,16.0,20.0,18.0,2560,3200,640,posterior_alpha_mean_psd,V^2/Hz,4.131394205700344e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,17,17.0,21.0,19.0,2720,3360,640,posterior_alpha_mean_psd,V^2/Hz,3.5784201253106104e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,18,18.0,22.0,20.0,2880,3520,640,posterior_alpha_mean_psd,V^2/Hz,4.1557310185358157e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,19,19.0,23.0,21.0,3040,3680,640,posterior_alpha_mean_psd,V^2/Hz,5.372737293294453e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,20,20.0,24.0,22.0,3200,3840,640,posterior_alpha_mean_psd,V^2/Hz,5.341430330825052e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,21,21.0,25.0,23.0,3360,4000,640,posterior_alpha_mean_psd,V^2/Hz,5.475249012124192e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,22,22.0,26.0,24.0,3520,4160,640,posterior_alpha_mean_psd,V^2/Hz,5.448986218629361e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,23,23.0,27.0,25.0,3680,4320,640,posterior_alpha_mean_psd,V^2/Hz,7.266630173039552e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,24,24.0,28.0,26.0,3840,4480,640,posterior_alpha_mean_psd,V^2/Hz,7.77473465495784e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,25,25.0,29.0,27.0,4000,4640,640,posterior_alpha_mean_psd,V^2/Hz,9.876898863622713e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,26,26.0,30.0,28.0,4160,4800,640,posterior_alpha_mean_psd,V^2/Hz,7.992302971961529e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,27,27.0,31.0,29.0,4320,4960,640,posterior_alpha_mean_psd,V^2/Hz,6.86591919238514e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,28,28.0,32.0,30.0,4480,5120,640,posterior_alpha_mean_psd,V^2/Hz,6.857054861260318e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,29,29.0,33.0,31.0,4640,5280,640,posterior_alpha_mean_psd,V^2/Hz,6.005487034860764e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,30,30.0,34.0,32.0,4800,5440,640,posterior_alpha_mean_psd,V^2/Hz,5.268976032721633e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,31,31.0,35.0,33.0,4960,5600,640,posterior_alpha_mean_psd,V^2/Hz,4.95589616589653e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,32,32.0,36.0,34.0,5120,5760,640,posterior_alpha_mean_psd,V^2/Hz,4.385271701010349e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,33,33.0,37.0,35.0,5280,5920,640,posterior_alpha_mean_psd,V^2/Hz,4.802432548579213e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,34,34.0,38.0,36.0,5440,6080,640,posterior_alpha_mean_psd,V^2/Hz,4.490790361927021e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,35,35.0,39.0,37.0,5600,6240,640,posterior_alpha_mean_psd,V^2/Hz,3.089881098116874e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,36,36.0,40.0,38.0,5760,6400,640,posterior_alpha_mean_psd,V^2/Hz,4.117352349529175e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,37,37.0,41.0,39.0,5920,6560,640,posterior_alpha_mean_psd,V^2/Hz,4.754441513023948e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,38,38.0,42.0,40.0,6080,6720,640,posterior_alpha_mean_psd,V^2/Hz,6.012451793729653e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,39,39.0,43.0,41.0,6240,6880,640,posterior_alpha_mean_psd,V^2/Hz,5.78256485713465e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,40,40.0,44.0,42.0,6400,7040,640,posterior_alpha_mean_psd,V^2/Hz,7.350593284749842e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,41,41.0,45.0,43.0,6560,7200,640,posterior_alpha_mean_psd,V^2/Hz,7.306942221941587e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,42,42.0,46.0,44.0,6720,7360,640,posterior_alpha_mean_psd,V^2/Hz,7.659153174558486e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,43,43.0,47.0,45.0,6880,7520,640,posterior_alpha_mean_psd,V^2/Hz,7.550169046890935e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,44,44.0,48.0,46.0,7040,7680,640,posterior_alpha_mean_psd,V^2/Hz,4.315421041137272e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,45,45.0,49.0,47.0,7200,7840,640,posterior_alpha_mean_psd,V^2/Hz,6.65742233350327e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,46,46.0,50.0,48.0,7360,8000,640,posterior_alpha_mean_psd,V^2/Hz,7.445214160235064e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,47,47.0,51.0,49.0,7520,8160,640,posterior_alpha_mean_psd,V^2/Hz,8.201496802761787e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,48,48.0,52.0,50.0,7680,8320,640,posterior_alpha_mean_psd,V^2/Hz,8.358919567044516e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,49,49.0,53.0,51.0,7840,8480,640,posterior_alpha_mean_psd,V^2/Hz,7.878920118958724e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,50,50.0,54.0,52.0,8000,8640,640,posterior_alpha_mean_psd,V^2/Hz,9.188863515207782e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,51,51.0,55.0,53.0,8160,8800,640,posterior_alpha_mean_psd,V^2/Hz,6.595753477047071e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,52,52.0,56.0,54.0,8320,8960,640,posterior_alpha_mean_psd,V^2/Hz,5.816207370295988e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,53,53.0,57.0,55.0,8480,9120,640,posterior_alpha_mean_psd,V^2/Hz,5.136412266562687e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,54,54.0,58.0,56.0,8640,9280,640,posterior_alpha_mean_psd,V^2/Hz,6.78753963572794e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,55,55.0,59.0,57.0,8800,9440,640,posterior_alpha_mean_psd,V^2/Hz,8.272196285103663e-10
1,2,baseline_eyes_closed,win-4s_step-1s,4.0,1.0,0.75,7,56,56.0,60.0,58.0,8960,9600,640,posterior_alpha_mean_psd,V^2/Hz,9.37584434330277e-10
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,0,0.0,2.0,1.0,0,320,320,posterior_alpha_mean_psd,V^2/Hz,7.309492750606161e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,1,0.5,2.5,1.5,80,400,320,posterior_alpha_mean_psd,V^2/Hz,2.518261981579943e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,2,1.0,3.0,2.0,160,480,320,posterior_alpha_mean_psd,V^2/Hz,2.842361454802004e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,3,1.5,3.5,2.5,240,560,320,posterior_alpha_mean_psd,V^2/Hz,3.1308673807668517e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,4,2.0,4.0,3.0,320,640,320,posterior_alpha_mean_psd,V^2/Hz,2.8152674949028582e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,5,2.5,4.5,3.5,400,720,320,posterior_alpha_mean_psd,V^2/Hz,2.7219978887433874e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,6,3.0,5.0,4.0,480,800,320,posterior_alpha_mean_psd,V^2/Hz,1.590229267465739e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,7,3.5,5.5,4.5,560,880,320,posterior_alpha_mean_psd,V^2/Hz,2.0648185552359713e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,8,4.0,6.0,5.0,640,960,320,posterior_alpha_mean_psd,V^2/Hz,2.1689787465987362e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,9,4.5,6.5,5.5,720,1040,320,posterior_alpha_mean_psd,V^2/Hz,2.9166761436837945e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,10,5.0,7.0,6.0,800,1120,320,posterior_alpha_mean_psd,V^2/Hz,2.6266339346213654e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,11,5.5,7.5,6.5,880,1200,320,posterior_alpha_mean_psd,V^2/Hz,3.1333099934345695e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,12,6.0,8.0,7.0,960,1280,320,posterior_alpha_mean_psd,V^2/Hz,3.1123521575349794e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,13,6.5,8.5,7.5,1040,1360,320,posterior_alpha_mean_psd,V^2/Hz,2.974538705994116e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,14,7.0,9.0,8.0,1120,1440,320,posterior_alpha_mean_psd,V^2/Hz,2.7531517007287995e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,15,7.5,9.5,8.5,1200,1520,320,posterior_alpha_mean_psd,V^2/Hz,1.9420118639532874e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,16,8.0,10.0,9.0,1280,1600,320,posterior_alpha_mean_psd,V^2/Hz,2.4401089793044623e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,17,8.5,10.5,9.5,1360,1680,320,posterior_alpha_mean_psd,V^2/Hz,3.160910934340707e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,18,9.0,11.0,10.0,1440,1760,320,posterior_alpha_mean_psd,V^2/Hz,3.217606603905354e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,19,9.5,11.5,10.5,1520,1840,320,posterior_alpha_mean_psd,V^2/Hz,2.6079142085626714e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,20,10.0,12.0,11.0,1600,1920,320,posterior_alpha_mean_psd,V^2/Hz,2.8729685946630585e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,21,10.5,12.5,11.5,1680,2000,320,posterior_alpha_mean_psd,V^2/Hz,3.693824812358819e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,22,11.0,13.0,12.0,1760,2080,320,posterior_alpha_mean_psd,V^2/Hz,3.913282319334165e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,23,11.5,13.5,12.5,1840,2160,320,posterior_alpha_mean_psd,V^2/Hz,3.0503112128602013e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,24,12.0,14.0,13.0,1920,2240,320,posterior_alpha_mean_psd,V^2/Hz,3.113363468015894e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,25,12.5,14.5,13.5,2000,2320,320,posterior_alpha_mean_psd,V^2/Hz,6.708567826216179e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,26,13.0,15.0,14.0,2080,2400,320,posterior_alpha_mean_psd,V^2/Hz,6.312923015250507e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,27,13.5,15.5,14.5,2160,2480,320,posterior_alpha_mean_psd,V^2/Hz,6.40571694558004e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,28,14.0,16.0,15.0,2240,2560,320,posterior_alpha_mean_psd,V^2/Hz,3.252209914943961e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,29,14.5,16.5,15.5,2320,2640,320,posterior_alpha_mean_psd,V^2/Hz,4.559674569221765e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,30,15.0,17.0,16.0,2400,2720,320,posterior_alpha_mean_psd,V^2/Hz,4.6172086432683046e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,31,15.5,17.5,16.5,2480,2800,320,posterior_alpha_mean_psd,V^2/Hz,6.027440252347718e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,32,16.0,18.0,17.0,2560,2880,320,posterior_alpha_mean_psd,V^2/Hz,5.304498565775396e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,33,16.5,18.5,17.5,2640,2960,320,posterior_alpha_mean_psd,V^2/Hz,4.388924322191391e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,34,17.0,19.0,18.0,2720,3040,320,posterior_alpha_mean_psd,V^2/Hz,3.8094308589888325e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,35,17.5,19.5,18.5,2800,3120,320,posterior_alpha_mean_psd,V^2/Hz,3.969468528493709e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,36,18.0,20.0,19.0,2880,3200,320,posterior_alpha_mean_psd,V^2/Hz,4.6590219490905115e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,37,18.5,20.5,19.5,2960,3280,320,posterior_alpha_mean_psd,V^2/Hz,4.7419675195805945e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,38,19.0,21.0,20.0,3040,3360,320,posterior_alpha_mean_psd,V^2/Hz,4.507227917455705e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,39,19.5,21.5,20.5,3120,3440,320,posterior_alpha_mean_psd,V^2/Hz,3.9983290705502486e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,40,20.0,22.0,21.0,3200,3520,320,posterior_alpha_mean_psd,V^2/Hz,3.57952984169865e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,41,20.5,22.5,21.5,3280,3600,320,posterior_alpha_mean_psd,V^2/Hz,2.8788922526082895e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,42,21.0,23.0,22.0,3360,3680,320,posterior_alpha_mean_psd,V^2/Hz,2.839834363181843e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,43,21.5,23.5,22.5,3440,3760,320,posterior_alpha_mean_psd,V^2/Hz,1.838383096371263e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,44,22.0,24.0,23.0,3520,3840,320,posterior_alpha_mean_psd,V^2/Hz,3.5028042079973393e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,45,22.5,24.5,23.5,3600,3920,320,posterior_alpha_mean_psd,V^2/Hz,3.7051740278371467e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,46,23.0,25.0,24.0,3680,4000,320,posterior_alpha_mean_psd,V^2/Hz,3.958809706351897e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,47,23.5,25.5,24.5,3760,4080,320,posterior_alpha_mean_psd,V^2/Hz,2.2942249881577684e-10
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,48,24.0,26.0,25.0,3840,4160,320,posterior_alpha_mean_psd,V^2/Hz,2.2324590666677288e-10
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,49,24.5,26.5,25.5,3920,4240,320,posterior_alpha_mean_psd,V^2/Hz,2.1949268832967302e-10
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,50,25.0,27.0,26.0,4000,4320,320,posterior_alpha_mean_psd,V^2/Hz,2.416687051052461e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,51,25.5,27.5,26.5,4080,4400,320,posterior_alpha_mean_psd,V^2/Hz,5.1353129235584476e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,52,26.0,28.0,27.0,4160,4480,320,posterior_alpha_mean_psd,V^2/Hz,5.6201174431403715e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,53,26.5,28.5,27.5,4240,4560,320,posterior_alpha_mean_psd,V^2/Hz,4.96754637573192e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,54,27.0,29.0,28.0,4320,4640,320,posterior_alpha_mean_psd,V^2/Hz,4.971198902653748e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,55,27.5,29.5,28.5,4400,4720,320,posterior_alpha_mean_psd,V^2/Hz,6.49235689204633e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,56,28.0,30.0,29.0,4480,4800,320,posterior_alpha_mean_psd,V^2/Hz,7.183756823186374e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,57,28.5,30.5,29.5,4560,4880,320,posterior_alpha_mean_psd,V^2/Hz,5.0834121790502547e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,58,29.0,31.0,30.0,4640,4960,320,posterior_alpha_mean_psd,V^2/Hz,4.0424785399486726e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,59,29.5,31.5,30.5,4720,5040,320,posterior_alpha_mean_psd,V^2/Hz,3.768946779906143e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,60,30.0,32.0,31.0,4800,5120,320,posterior_alpha_mean_psd,V^2/Hz,4.227431001468556e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,61,30.5,32.5,31.5,4880,5200,320,posterior_alpha_mean_psd,V^2/Hz,3.451910933048633e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,62,31.0,33.0,32.0,4960,5280,320,posterior_alpha_mean_psd,V^2/Hz,2.7761397495850796e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,63,31.5,33.5,32.5,5040,5360,320,posterior_alpha_mean_psd,V^2/Hz,4.0442318580317385e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,64,32.0,34.0,33.0,5120,5440,320,posterior_alpha_mean_psd,V^2/Hz,3.996241005951425e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,65,32.5,34.5,33.5,5200,5520,320,posterior_alpha_mean_psd,V^2/Hz,4.55139255154746e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,66,33.0,35.0,34.0,5280,5600,320,posterior_alpha_mean_psd,V^2/Hz,2.265024619992237e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,67,33.5,35.5,34.5,5360,5680,320,posterior_alpha_mean_psd,V^2/Hz,2.8465289038520907e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,68,34.0,36.0,35.0,5440,5760,320,posterior_alpha_mean_psd,V^2/Hz,2.5048212188368973e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,69,34.5,36.5,35.5,5520,5840,320,posterior_alpha_mean_psd,V^2/Hz,3.833775989439932e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,70,35.0,37.0,36.0,5600,5920,320,posterior_alpha_mean_psd,V^2/Hz,2.904383151105703e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,71,35.5,37.5,36.5,5680,6000,320,posterior_alpha_mean_psd,V^2/Hz,3.813171346159446e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,72,36.0,38.0,37.0,5760,6080,320,posterior_alpha_mean_psd,V^2/Hz,3.194172801537068e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,73,36.5,38.5,37.5,5840,6160,320,posterior_alpha_mean_psd,V^2/Hz,4.8104368273837135e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,74,37.0,39.0,38.0,5920,6240,320,posterior_alpha_mean_psd,V^2/Hz,4.85045374499518e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,75,37.5,39.5,38.5,6000,6320,320,posterior_alpha_mean_psd,V^2/Hz,7.97899690857055e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,76,38.0,40.0,39.0,6080,6400,320,posterior_alpha_mean_psd,V^2/Hz,8.266677780804465e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,77,38.5,40.5,39.5,6160,6480,320,posterior_alpha_mean_psd,V^2/Hz,7.073326914362423e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,78,39.0,41.0,40.0,6240,6560,320,posterior_alpha_mean_psd,V^2/Hz,4.228726778557154e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,79,39.5,41.5,40.5,6320,6640,320,posterior_alpha_mean_psd,V^2/Hz,7.021677329582185e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,80,40.0,42.0,41.0,6400,6720,320,posterior_alpha_mean_psd,V^2/Hz,7.570607472829475e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,81,40.5,42.5,41.5,6480,6800,320,posterior_alpha_mean_psd,V^2/Hz,7.999854585500272e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,82,41.0,43.0,42.0,6560,6880,320,posterior_alpha_mean_psd,V^2/Hz,4.013248301385884e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,83,41.5,43.5,42.5,6640,6960,320,posterior_alpha_mean_psd,V^2/Hz,4.916694172598628e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,84,42.0,44.0,43.0,6720,7040,320,posterior_alpha_mean_psd,V^2/Hz,4.425320605324195e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,85,42.5,44.5,43.5,6800,7120,320,posterior_alpha_mean_psd,V^2/Hz,5.706151361423006e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,86,43.0,45.0,44.0,6880,7200,320,posterior_alpha_mean_psd,V^2/Hz,4.713757801700253e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,87,43.5,45.5,44.5,6960,7280,320,posterior_alpha_mean_psd,V^2/Hz,5.912017315325988e-11
1,1,baseline_eyes_open,win-2s_step-0p5s,2.0,0.5,0.75,3,88,44.0,46.0,45.0,7040,7360,320,posterior_alpha_mean_psd,V^2/Hz,6.55935563093422e-11
